year,developer,price
2016,Holotech Studios,1.99
2016,Aratog LLC,74.99
2016,Matrix Trains,4.99
2016,Matrix Trains,4.99
2016,Eisenbahnwerk,4.99
2016,Mostly Harmless Games,9.99
2016,Kickbomb Entertainment LLC,4.99
2016,Mostly Harmless Games,3.99
2016,Telltale Games,14.99
2016,Stegalosaurus Game Development,Free
2016,Orangepixel,9.99
2016,XProd Games,1.99
2016,VirtualHere Pty. Ltd.,11.99
2016,Orange_Juice,2.99
2016,Upper Byte,9.99
2016,SecureMix LLC,49.0
2016,SecureMix LLC,Free To Play
2016,SecureMix LLC,199.0
2016,JDM4iK,0.99
2016,SecureMix LLC,99.0
2016,XenoAisam,1.99
2016,Image &amp; Form,4.99
2016,Image &amp; Form,14.99
2016,Victory Works,24.99
2016,United Independent Entertainment GmbH,4.99
2016,Auroch Digital,24.99
2016,Toyman Interactive,7.99
2016,PlayFlock,Free to Play
2016,Mr. Podunkian,12.99
2016,Lubiterum,4.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,11.99
2016,Dymchick1,1.99
2016,Ubisoft - San Francisco,2.99
2016,"Carbomb Software,Nova Dimension",1.99
2016,Digital Dawn Studios,0.99
2016,"StarSystemStudios™,Jaryd Brad Spann",4.99
2016,Kongmeng Yang,0.99
2016,Chris Parsons,19.99
2016,Alex Williams,Free to Play
2016,SCS Software,Free to Play
2016,Paradox Development Studio,39.99
2016,Piranaking,10.99
2016,Retro Warp Gaming,7.99
2016,Paradox Development Studios,2.99
2016,EnsenaSoft,2.99
2016,K Bros Games,0.99
2016,Strongbow,7.99
2016,Experience Inc.,19.99
2016,Ekuator Games,4.99
2016,"Pixelsaurus Games,Future Crayon",14.99
2016,Fascimania,0.99
2016,Emeen Zarookian,4.99
2016,SGS Team,Free
2016,"Mysterytag,Argali Entertainment",6.99
2016,Indie Game Group,1.99
2016,Brutal Studio,2.99
2016,"David Mulder,Tristan Hartz",3.99
2016,Kodots Games,9.99
2016,ClickGames,2.99
2016,"Far Mills,Mysterytag",7.99
2016,Vertigo Games America,0.99
2016,Hugebot!,9.99
2016,Vertigo Games America,9.99
2016,Vertigo Games America,4.99
2016,rkd.zone,2.99
2016,Josh Koenig (Slashandz),3.99
2016,"SmiteWorks USA, LLC",6.99
2016,"SmiteWorks USA, LLC",9.99
2016,"SmiteWorks USA, LLC",6.99
2016,"SmiteWorks USA, LLC",9.99
2016,Creative Assembly,14.99
2016,Creative Assembly,5.99
2016,"SmiteWorks USA, LLC",9.99
2016,Creative Assembly,2.99
2016,"SmiteWorks USA, LLC",9.99
2016,Immersed Games,3.99
2016,Lienzo,6.99
2016,Flying Wild Hog,19.99
2016,Crian Soft,12.99
2016,VisualArts/Key,19.99
2016,Ya2,2.99
2016,Three Fields Entertainment,19.99
2016,Unosquare,9.99
2016,Spearhead Games,9.99
2016,Spearhead Games,4.99
2016,Nuno Donato,4.99
2016,Sanzaru Games Inc.,5.99
2016,Tamsoft,39.99
2016,N3V Games,12.99
2016,TAMSOFT,0.99
2016,TAMSOFT,0.99
2016,TAMSOFT,2.99
2016,TAMSOFT,2.99
2016,TAMSOFT,0.99
2016,TAMSOFT,0.99
2016,Camaquem,1.99
2016,Games by Brundle,4.99
2016,Skyhook Games,19.99
2016,André Bertaglia,0.99
2016,André Bertaglia,Free
2016,Vidan Design,10.99
2016,Leaghorn,4.99
2016,Windflow,5.99
2016,"Aliasworlds,Amegami,Rionix,Melesta",5.99
2016,Aratog LLC,24.99
2016,Vidan Design,12.99
2016,Elder Games,1.99
2016,"Zoom2Games,Melesta,Alawar Southpoint",7.99
2016,Stegosoft Games,9.99
2016,"Stellar Jockeys,Gausswerks",19.99
2016,Artifex Mundi,9.99
2016,"Thiemo Bolder, ONEMANGAMES",4.99
2016,United Independent Entertainment GmbH,4.99
2016,dobro_slon,2.99
2016,Fantasy Flight Games,Free
2016,11 bit studios,4.99
2016,Kaneda Games,14.99
2016,"Nostalgia Hound,PiGravity",0.99
2016,Mexond,4.99
2016,Tamsoft,29.99
2016,Brothers Flint,4.99
2016,Simon Christiansen,9.99
2016,Dmitry,0.99
2016,Airwolt,5.99
2016,"War Drum Studios,E McNeill",9.99
2016,Novel Tea Games,Free
2016,Neognosis,4.99
2016,Orneon Limited,6.99
2016,Liz-Arts,9.99
2016,"Angry Hangar Games, LLC",6.99
2016,"A &amp; B Game Studios, LLC",9.99
2016,Vertigo Games America,Free To Play
2016,Brainy Studio LLC,14.99
2016,Empty Clip Studios,4.99
2016,Hitpoint Games Ltd.,2.99
2016,Torii-Games,3.99
2016,Liz-Arts,7.99
2016,"Hoplon,Izyplay Game Studio",4.99
2016,The Simutrans Team,Free
2016,Techland,19.99
2016,Techland,19.99
2016,Talentplace,0.99
2016,Suits &amp; Sandals,0.99
2016,DXF Games,1.99
2016,Corbie Games,9.99
2016,AVE,4.99
2016,FeelThere,29.99
2016,Tagunda LLC,5.99
2016,"The Dirigiballers, LLC",4.99
2016,CrioGames,6.99
2016,Носков Сергей,8.99
2016,Ilja Saburov,1.99
2016,Team Grybanser Fox,9.99
2016,EnsenaSoft,2.99
2016,"Roman Anatolevich,Denis Ovsyannikov",2.99
2016,Sergey Dovganovskiy,0.99
2016,HellconX© Studio's,Free
2016,Matterhorn Software LTD,12.99
2016,FlatRedBall,2.99
2016,Noclip,2.99
2016,"Viswanath Atlu,Laurie Banks,Rohan Bhukan,Nick Burnham,Avinash Kalapala,Yash Kapani,Katharine Marsh,Ankur Rathore,Hardit Singh,Anoop Nihar Srinivas,Ryan Guanyuhao Jiang,Robert Zhu",Free
2016,Daedalic Entertainment,4.99
2016,Daedalic Entertainment,4.99
2016,Steve Gal,5.99
2016,Vasiliy Kostin,3.99
2016,Team Grybanser Fox,4.99
2016,Daedalic Entertainment,4.99
2016,Fishing Planet LLC,4.99
2016,Fishing Planet LLC,4.99
2016,Fishing Planet LLC,4.99
2016,Fishing Planet LLC,9.99
2016,Fishing Planet LLC,4.99
2016,Alexey Roenko,3.99
2016,Fishing Planet LLC,4.99
2016,Muteki,9.99
2016,Gone North Games,4.99
2016,Fatshark,8.99
2016,Gray Fin Studios,9.99
2016,"SmiteWorks USA, LLC",6.99
2016,Vladimir Maslov,0.99
2016,"Valve,KADOKAWA",Free to Play
2016,"Manuel Pazos,Daniel Celemín",Free
2016,The Simutrans Team,Free
2016,Reentry Games,Free to Play
2016,Criss Cross Games,9.99
2016,The Simutrans Team,Free
2016,The Simutrans Team,Free
2016,"Daniel Snd,Thiago Adamo",0.99
2016,The Simutrans Team,Free
2015,UnexEvo,19.99
2016,"UNBALANCE Corporation,Rémi Coulom SAS",79.99
2016,Playrise Digital Ltd.,14.99
2016,Amegami,2.99
2016,Jagex,Free to Play
2016,Playrise Digital Ltd.,3.99
2016,"SNK CORPORATION,DotEmu",7.99
2016,Tesseract Interactive,14.99
2016,"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",4.99
2016,"SmiteWorks USA, LLC",4.99
2016,Ninja Kiwi,14.99
2016,slimefriend,4.99
2016,"SmiteWorks USA, LLC",4.99
2016,Memorazer Production,1.99
2016,"SmiteWorks USA, LLC",4.99
2016,"SmiteWorks USA, LLC",6.99
2016,"Flashback Games,The Lordz Games Studio",4.99
2016,"Traveller's Tales,TT Games,Feral Interactive (Mac)",1.99
2016,"Desert Owl Games, LLC",4.99
2016,"Desert Owl Games, LLC",4.99
2016,Yusuke Uemura,5.99
2016,D3 Publisher,11.99
2016,Big Fat Simulations Inc.,19.99
2016,Blacksea Odyssey,9.99
2016,EnsenaSoft,4.99
2016,"Vex Studios, LLC",Free
2016,Ian Martin,9.99
2016,Pixellore,2.99
2016,Dan Fornace,1.99
2016,Flyleap Studios,Free To Play
2016,Lazy Games Studio Ltd,6.99
2016,The Game Creators,4.99
2016,Michaela Laws,9.99
2016,CrackerJack Games,9.99
2016,Aratog LLC,3.99
2016,"Team NINJA,KOEI TECMO GAMES CO., LTD.",31.99
2016,Aeon Dream Studios,4.99
2016,"Rogue Star,Boreal Sun,Spider,Deadman",9.99
2016,"Boreal Sun,Rogue Star",4.99
2016,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",7.99
2016,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",59.99
2016,CyberLink,69.99
2016,Triple Eh?,19.99
2016,Anatoliy Loginovskikh,4.99
2016,Strange Fire,9.99
2016,Semen Rodin,0.99
2016,Choice of Games,5.99
2016,Eipix Entertainment,9.99
2016,"Fractal Box,Moving Player",7.99
2016,"Fractal Box,Moving Player",2.99
2016,Icetesy SPRL,9.99
2016,Running With Scissors,8.99
2016,PortaPlay,9.99
2016,Afrobeast Games,4.99
2016,Pixel vs Pixel,0.99
2016,Mega Boss Game Studio,0.99
2016,Vibe Avenue,3.99
2016,Clewcat Games,2.99
2016,Andy Wallace,0.99
2016,Hanabira,14.99
1997,Cyclone Studios,6.99
2016,Dovetail Games,39.99
2016,Dovetail Games,12.99
2016,Villainous  Games,4.99
2016,DXF Games,4.99
2016,Mythyn Interactive,Free to Play
2016,Guerilla Tea Games,9.99
2016,FlyAnvil,Free
2016,NotGames,4.99
2016,"UNKNOWN GAMES,M2 Co.,LTD",4.99
2016,"UNKNOWN GAMES,M2 Co.,LTD",19.99
2016,erobotan,7.99
2016,Kunos Simulazioni,4.99
2015,Squatting Penguins,16.99
2016,From Soy Sauce LLC,7.99
2016,Resilient Games Ltd.,18.99
2010,From Soy Sauce LLC,1.99
2016,Bethesda Game Studios,24.99
2016,UAA Software,1.99
2016,"Manuel Pazos,Daniel Celemín",Free
2016,FrameLineNetwork,3.99
2016,Byzantine Games,29.99
2016,Funatics Software,4.99
2016,VHS Glitch,2.99
2016,Piranaking,14.99
2011,Byzantine Games,7.99
2016,Byzantine Games,3.99
2016,Byzantine Games,14.99
2016,Byzantine Games,7.99
2016,Byzantine Games,3.99
2016,takk,0.99
2016,"SmiteWorks USA, LLC",6.99
2016,Mad Head Games,9.99
2016,"Ludometrics, Ltd.",6.99
2016,Nick Everlith,14.99
2016,"Wicked Fun, Inc.",2.99
2016,"Wicked Fun, Inc.",4.99
2016,"Wicked Fun, Inc.",9.99
2016,"Wicked Fun, Inc.",29.99
2016,"Wicked Fun, Inc.",14.99
2016,Timeless Games,4.99
2016,Tiny Horse Games,7.99
2016,"Hunter Games Australia,Hunter Games Studio China",0.99
2016,"SmiteWorks USA, LLC",17.99
2016,"Digits Crossed Interactive, LLC",29.99
2016,SkyBox Labs,2.99
2016,"Jerzie,Creobit",5.99
2016,"SmiteWorks USA, LLC",9.99
2016,"SmiteWorks USA, LLC",9.99
2016,"iNK Stories,N-Fusion Interactive",5.99
2016,DMD 'Ware,29.99
2016,Tanner Thayer,4.99
2016,Josh,4.99
2016,COWCAT,9.99
2016,Pera Games,4.99
2016,Alternative Dreams Studios,4.99
2016,Ubisoft Montreal,9.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,Enlightened Games,7.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,Megastorm Games,4.99
2016,Zeke Virant,9.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,7.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,RebRank,14.99
2016,RebRank,4.99
2016,Sebastien Bini,7.99
2016,id Software,29.99
2016,Hello There AB,1.99
2016,Katatema,4.99
2016,"Katatema,Watson",4.99
2015,Chequered Ink Ltd.,4.99
2016,"Daniel Gallagher,Nathan Gallardo",6.99
2016,Nebula Interactive,7.99
2016,"Michael Flynn,Elizabeth Flynn",7.99
2016,ZeroBit Games,4.99
2016,Aratog LLC,13.99
2015,Evil Tortilla Games,4.99
2016,7 Raven Studios,4.99
2016,Endless Loop Studios,2.99
2016,Hello There AB,7.99
2016,EnsenaSoft,4.99
2016,Skobbejak Games,4.99
2016,SkyBox Labs,14.99
2016,"SmiteWorks USA, LLC",34.99
2016,Dogenzaka Lab,15.99
2016,Proximity Games,1.99
2016,Simon Says: Play!,11.99
2016,Axis Games,9.99
2016,Cold Tea Studio,Free to Play
2016,"SmiteWorks USA, LLC",6.99
2016,Cold Tea Studio,19.99
2016,Herrero Games,0.99
2016,Winch Gate Property Limited,Free to Play
2016,"M2 Co.,LTD",12.99
2015,Ageod,39.99
2016,Panoramik Inc,Free To Play
2016,"Egidijus Bachur,Alexey Davydov",9.99
2016,Slightly Mad Studios,3.99
2016,Imagitech,12.99
2016,Anthony KOZAK,2.99
2016,Sundae Factory,8.99
2016,Sanzaru Games Inc.,2.99
2016,"BadFly Interactive, a.s.",11.99
2016,Tactic Studios Inc.,79.99
2016,"Chocolate Homunculus,Tilt Studios",3.99
2016,treeform,Free
2016,"Daniel Ritchie - Squirreldome.com,Philip Staiger - TheBest3D.com",39.99
2016,"Geoff ""Zag"" Keene",14.99
2016,Sunight Games,0.99
2016,Paradox Development Studio,39.99
2016,Soul Catapult,1.99
2016,Stegalosaurus Game Development,3.99
2016,Parallaxian Pty Ltd,19.99
2016,Matthias Magnussen,2.99
2016,Jae Lee,12.99
2016,CyberConnect2 Co. Ltd.,6.99
2016,SmashRiot LLC,14.99
2016,Red Dot Games,4.99
2016,ComiPo! LLP,14.99
2016,ComiPo! LLP,14.99
2015,Quick Click Games,4.99
2016,Jean-Baptiste Simillon,6.99
2016,BatCat Games,3.99
2016,BlackMark Studio,3.99
2016,Runestone Games Limited,9.99
2016,Aldorlea Games,0.99
2016,"SmiteWorks USA, LLC",6.99
2016,Berserk Games,4.99
2016,Dualhaze,6.99
2016,Sharpened Edge Studios,1.99
2016,Sharpened Edge Studios,0.99
2016,Stereo7 Games,1.99
2016,Pinterac,Free To Play
2016,Cyanide Studios,6.99
2016,S.C. 16 BIT NIGHTS S.R.L.,1.99
2016,Freakinware Studios,Free To Play
2016,Chronicle Games,7.99
2016,CyberLink,99.99
2016,Game Studio Abraham Stolk Inc.,7.99
2016,Maithonis Studios,9.99
2016,Taranasus Studio,2.99
2016,TFDi Design,12.99
2016,United Independent Entertainment GmbH,4.99
2016,Nikita Nefedov,2.99
2016,United Independent Entertainment GmbH,4.99
2016,REX,9.99
2016,Tactic Studios Inc.,49.99
2016,SCS Software,0.99
2016,"4EdgesGames,Visumeca",4.99
2016,SCS Software,0.99
2016,Leadwerks Software,9.99
2016,Four Winged Studio,0.99
2016,Harotobira,5.99
2016,Wish Fang,9.99
2016,Toffee Games,4.99
2016,Milestone S.r.l.,6.99
2016,Bad Seed,5.99
2016,"Gustav ""Goffa"" Söderström",2.99
2016,Nomad Games,3.99
2016,Talecore Studios,4.99
2016,Michael Howard,4.99
2016,Halisson,0.99
2016,Dan_D,4.99
2016,Daniel Riley,0.99
2016,Space Wedgie,1.99
2016,Red Mount Media,4.99
2016,Space Wedgie,0.99
2016,Trion Worlds,6.99
2016,EnsenaSoft,4.99
2016,Neuron Games,2.99
2016,Sylvain Harlaut,9.99
2016,Raptor Claw Games,9.99
2016,"CAVE Interactive CO.,LTD.",4.99
2016,"CAVE Interactive CO.,LTD.",4.99
2016,Bouchard Industries,0.99
2016,Ed Farage,3.99
2016,Nozon,Free
2016,Ze_PilOt,Free
2016,"Sergey Marchenko,Vyacheslav Ozolnieks",1.99
2016,Aratog LLC,34.99
2016,Ze_PilOt,Free
2016,Hex Entertainment,14.99
2016,Minddesk Software GmbH,19.99
2015,VR Designs,49.99
2016,EDEVOX,1.99
2016,314 Arts,8.99
2016,EJRGames,9.99
2016,Gentle Ghouls,11.99
2016,Tall Story Studios,1.99
2016,Fastermind Games,5.99
2016,3DDUO,3.99
2016,André Bertaglia,0.99
2016,Coronado Games,19.99
2016,Bossa Studios,Free to Play
2016,Rainbow Goats Studio,Free
2016,Heluo Studio,16.99
2016,Rionix,4.99
2016,10tons Ltd,14.99
2016,10tons Ltd,4.99
2016,Volumetric Games,6.99
2016,Ellada Games,19.99
2016,Mad Head Games,9.99
2016,Anino Games,6.99
2016,LigaGamesStudio,0.99
2016,"Idea Factory,Compile Heart,Sting",0.99
2016,"Idea Factory,Compile Heart,Sting",1.99
2016,"Idea Factory,Compile Heart,Sting",0.99
2016,Kokua Games,Free
2016,"Idea Factory,Compile Heart,Sting",0.99
2016,"Idea Factory,Compile Heart,Sting",0.99
2016,"Idea Factory,Compile Heart,Sting",0.99
2016,"Idea Factory,Compile Heart,Sting",0.99
2016,Abstract Tree Studio,3.99
2016,BplusGames,9.99
2016,Desert Owl Games LLC,Free to Play
2016,"Desert Owl Games, LLC",4.99
2016,"Desert Owl Games, LLC",4.99
2016,Dancing Developers,0.99
2016,Daniel Kim,4.99
2015,Choice of Games,5.99
2016,Trazzy Entertainment,0.99
2016,Glacicle,9.99
2016,Red Phoenix Studios,4.99
2016,Jason Free,4.99
2016,Dogenzaka Lab,15.99
2016,Crafty Studios,19.99
2015,Yustas Game Studio,9.99
2016,"Adventure Mob,Corbomite Games",9.99
2016,Noble Empire Corp.,9.99
2016,Machine 22,14.99
2016,Ninja Kiwi,Free to Play
2016,Hydrant Games,8.99
2016,Phung Games,4.99
2016,ZeroBit Games,14.99
2016,Red Nettle Studio,Free
2016,BeautiFun Games,9.99
2016,89AM Studio,4.99
2016,Minion Productions Inc.,1.99
2016,Gatling Goat Studios,4.99
2016,phime studio LLC,1.99
2016,Big Ant Studios,14.99
2016,William Smith,4.99
2016,Organic 2 Digital Studio,9.99
2016,Lagun Victor,0.99
2016,Klei Entertainment,14.99
2016,Lisa Voronova,1.99
2016,Tindalos Interactive,39.99
2016,Tonguç Bodur,1.99
2016,Peace,2.99
2016,Minddesk Software GmbH,9.99
2016,Minddesk Software GmbH,99.99
2016,Minddesk Software GmbH,24.99
2016,Minddesk Software GmbH,24.99
2016,Black Forest Games,19.99
2016,Crowbox,7.99
2016,Forever Entertainment S. A.,5.99
2016,Relative Games,7.99
2016,"Byte4Games,StarCruiser Studio",4.99
2016,"Antanas Marcelionis,Renė Petrulienė",1.99
2016,SIGONO INC.,8.99
2016,"FK Digital,Flyhigh Works",4.99
2016,Team Signal,6.99
2016,Team Gotham,Free
2016,"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",4.99
2016,Bohfam,5.99
2015,Bohfam,7.99
2016,toxtronyx interactive GmbH,9.99
2016,Bandit-1,4.99
2016,ASTRO PORT,5.99
2016,Webcore Games,3.99
2016,Eforb,Free to Play
2016,increpare games,29.99
2016,Tomorrow Arts,Free to Play
2016,Christian Reuter,1.99
2016,Silicon Jelly,Free to Play
2016,Big Boat Interactive,19.99
2016,stage-nana,9.99
2016,Jonathan BRASSAUD,2.99
2016,Jonathan BRASSAUD,2.99
2016,Critical Games,2.99
2016,"Spike Chunsoft Co., Ltd.,Abstraction Games",19.99
2016,SimDesign,24.99
2016,SimDesign,24.99
2016,Trazzy Entertainment,2.99
2016,SCS Software,0.99
2016,SCS Software,0.99
2016,Hex Entertainment,87.94
2016,"Syrin Studios,Small Impact Games",19.99
2016,Aeonic Entertainment,5.99
2016,Firehawk Studios,0.99
2016,Destructive Creations,5.99
2016,Stoic,19.99
2016,Ubisoft Montreal,2.99
2016,Techland,2.99
2016,Techland,2.99
2016,Techland,2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Fat Panda Games,7.99
2016,Ubisoft - San Francisco,2.99
2016,Mediatonic,6.99
2016,BME Digital Studios,12.99
2016,Sergey Bobrov,3.99
2016,Demon Sword Games,7.99
2016,DiPi Games,4.99
2016,"Trapdoor Games,Hot Cross Games",4.99
2016,Trion Worlds,19.99
2016,Snowrunner Games,4.99
2016,Square Enix,20.99
2016,XPAGAME,0.99
2016,Rail Magic,19.99
2016,electrolyte,6.99
2016,Sushee,14.99
2016,Rotten Mage,Free to Play
2016,Rogue Factor,1.99
2016,Immersed Games,6.99
2016,The Chinese Room,19.99
2016,Xorcerox,12.99
2016,Kiro'o Games,4.99
2016,Kiro'o Games,14.99
2016,Rogue Factor,1.99
2016,Sourena Game Studio,1.99
2016,Ubisoft - San Francisco,2.99
2016,Eyemobi Ltd.,14.99
2016,Ubisoft - San Francisco,11.99
2016,Leveled Games,4.99
2016,Lee Sang,2.99
2016,Michal Pawlowski,0.99
2016,Dogenzaka Lab,17.99
2016,Heart Machine,4.99
2016,CyberConnect2 Co. Ltd.,9.99
2016,Dharker Studio,9.99
2016,Moonradish Inc.,11.99
2016,Dirk Jacobi,19.99
2016,Dharker Studio,4.99
2016,Dinofarm Games,1.99
2016,JE Software,8.99
2016,BlueLine Games,4.99
2016,Ignishot,49.99
2016,Lab Zero Games,14.99
2016,"FromSoftware, Inc.",59.99
2016,The Secret Games Company,5.99
2016,Rainssong,0.99
2016,Fluffy Kitten Studios,19.99
2016,Bethesda Game Studios,4.99
2016,WJLE  GAME,7.99
2016,Spearhead Games,14.99
2016,Ubisoft Montreal,2.99
2016,Massive Entertainment,4.99
2016,Nussoft,11.99
2016,IllusoryWorldEntertainment,9.99
2016,Sun Dogs,4.99
2016,Cleverweek,2.99
2016,Torque Studios,12.99
2016,VooFoo Studios Ltd,2.99
2016,Choice of Games,0.99
2016,Choice of Games,5.99
2016,Sunlight Games,14.99
2016,Redshift,6.99
2016,Snowy Productions,2.99
2016,Sanzaru Games Inc.,2.99
2016,"Tenwall Creatives, Inc.",7.99
2016,"Tenwall Creatives, Inc.",7.99
2016,PixelTail Games,14.99
2016,Holgersson Entertainment,4.99
2016,Moon Pub Games,6.99
2016,The Artistocrats,9.99
2016,Fat Panda Games,4.99
2016,Snapjaw Games GmbH,9.99
2016,Milestone S.r.l.,1.99
2016,Milestone S.r.l.,39.99
2016,Milestone S.r.l.,7.99
2016,Milestone S.r.l.,1.99
2016,Brave Giant LTD,9.99
2016,"Zillion Whales,Creat Studios",9.99
2016,Dowino,6.99
2016,AMPLITUDE Studios,12.99
2016,"Alexey Davydov,Sergey Dvoynikov,Timofey Shargorodskiy",2.49
2016,Transhuman Design,7.99
2016,BrainGoodGames,9.99
2016,Last Lotus,3.99
2016,Last Lotus,2.99
2016,Batu Games LLC,9.99
2016,Noble Master LLC,Free to Play
2016,Tyrone Hunt,4.99
2016,Ross Edgar,0.99
2016,stillalive studios,1.99
2016,Dogenzaka Lab,15.99
2016,4th cluster,11.99
2016,G2CREW,9.99
2016,irritatingFLY studio,4.99
2016,Blake Fix,3.99
2016,Roman Kozhukhov,2.99
2016,Pieces Interactive,9.99
2016,Astronomic Games,3.99
2016,vikingfabian.com,0.99
2016,Beamdog,9.99
2016,Beamdog,9.99
2016,Aerosoft GmbH,24.99
2016,Lionheart Creations,12.99
2016,Dodge Roll,6.99
2016,xXarabongXx,0.99
2016,Lost Decade Games,9.99
2016,inkle Ltd,9.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Dodge Roll,14.99
2016,rokaplay,6.99
2016,Russpuppy,3.99
2016,Ubisoft - San Francisco,7.99
2016,"Metaware Limited, LLC",19.99
2016,Legend Studio,9.99
2016,"Separate Game Development,Artek Electronic",0.99
2016,Insane Dreamers,0.99
2016,Kylotonn Racing Games,4.99
2016,"iNK Stories,N-Fusion Interactive",5.99
2016,Wormwood Studios,13.99
2016,Ant Workshop Ltd,9.99
2016,Ant Workshop Ltd,4.99
2016,HuniePot,6.99
2016,Bearded Eye,1.99
2016,pointfiveteam,1.99
2016,"SmiteWorks USA, LLC",19.99
2016,"Berserk Games,Gamelyn Games",6.99
2016,Berserk Games,4.99
2016,Vertigo Games,6.99
2015,Blackrose Industries,0.99
2016,Alexandr Kataev,2.99
2016,"Bit Planet Games, LLC",8.99
2016,Leo B,0.99
2016,Katapult,14.99
2016,ANPA.US,1.99
2016,Game Swing,9.99
2016,Daydream Software,3.99
2016,Soul Catapult,4.99
2016,Warfare Studios,1.99
2016,Brainchild,6.99
2016,FLAT12,0.99
2016,FLAT12,3.99
2016,Stubborn Horse Studios,8.99
2016,3100 games,3.99
2016,VIS - Visual Imagination Software,7.99
2016,CreSpirit,5.99
2016,Noetic Games,1.99
2016,Nauris Amatnieks,1.99
2016,Nodbrim Interactive,4.99
2016,Arctic Hazard Game Studio a/s,11.99
2016,chickeninthecornstudio,11.99
2016,Beamdog,19.99
2016,VLLADGET,6.99
2016,propeller,34.99
2016,Alister Software,0.99
2016,For All To Play,Free to Play
2016,[OneManBand],1.99
2016,Clever-Plays,15.99
2016,Ninja Robot Dinosaur,14.99
2016,dsquare,11.99
2016,Fishing Cactus,14.99
2015,Renegade Sector Games,9.99
2016,Nvizzio Creations,4.99
2016,Pomera Studios,14.99
2014,Senshi.Labs,Free to Play
2016,White Rabbit Games,2.99
2016,Last Life Games,12.99
2016,"DQ Team,Insomniacs",9.99
2016,BetaDwarf,19.99
2016,Dingo Games,5.99
2016,Cool Mini or Not,9.99
2016,Cool Mini or Not,1.99
2016,BetaDwarf,6.99
2016,Cool Mini or Not,0.99
2016,Cool Mini or Not,0.99
2016,Cool Mini or Not,0.99
2016,Theory Georgiou,Free to Play
2016,"Team NINJA,KOEI TECMO GAMES CO., LTD.",7.99
2016,CharlieH,0.99
2016,Nude Maker,24.99
2016,Nude Maker,12.99
2016,Nude Maker,19.99
2016,The Game Kitchen,9.99
2016,MLB.com,19.99
2016,Nude Maker,12.99
2016,FreakZone Games,9.99
2016,Camaquem,1.99
2016,Kyle Ballentine,1.99
1993,LucasArts,9.99
1998,"Factor 5,LucasArts",9.99
2016,Lucas Parise,4.99
2016,Kiemura Ltd,2.99
2016,SIEIDI Ltd,4.99
2016,Crystal Dynamics,9.99
2016,Sam Beddoes,4.99
2016,Modesty,8.99
2015,"Fabio Ferrara,Giulia Airoldi",0.99
2016,"Fabio Ferrara,Giulia Airoldi",0.99
2016,Philip Bak,4.99
2016,Boomzap Entertainment,9.99
2016,Michaela Laws,0.99
2016,Matthew Coyle,0.99
2016,Charlie Evans,6.99
2016,eduweb,2.99
2016,Road Turtle Games,2.99
2016,"Joindots,SilentFuture",19.99
2016,The Light Sword Team,1.99
2016,OpenXcell Studio,4.99
2016,Vexed Enigma,6.99
2016,Vostok Games,1.99
2016,Vostok Games,29.99
2016,Murray Atkinson,9.99
2016,PVGames,9.99
2016,Katakura Hibiki,12.99
2016,PVGames,9.99
2016,Vexed Enigma,6.99
2016,Vexed Enigma,14.99
2016,Trite Games,1.99
2016,Not Magic,3.99
2016,Seraphim Creations,0.99
2016,CivilSavages,Free to Play
2016,Zeno Rogue,5.99
2016,"SmiteWorks USA, LLC",16.99
2016,Tribeflame,7.99
2016,"Jackbox Games, Inc.",9.99
2016,BitCake Studio,Free to Play
2016,Icy Studios,2.99
2016,Immortal Game Studio,2.99
2016,SmoleVN,Free to Play
2016,Andrew Gilmour,12.99
2016,Andrew Gilmour,7.99
2016,"Dumativa Creative Studio,Castro Brothers",15.99
2016,N3V Games,19.99
2016,Heartomics,1.99
2016,Vertical Skull Games,0.99
2016,MoaCube,19.99
2015,eduweb,9.99
2016,"SmiteWorks USA, LLC",9.99
2016,Fifth Dimension Company,1.99
2016,MoaCube,10.99
2016,"KOEI TECMO GAMES CO., LTD.",59.99
2016,Kurechii,9.99
2016,Kurechii,4.99
2016,Jonas Kyratzes,9.99
2016,Gaming Corps AB,14.99
2016,Gaming Corps AB,14.99
2016,Frontier Developments,9.99
2016,FIVE-BN GAMES,6.99
2016,Frontier Developments,9.99
2016,WOLCEN Studio,19.99
2016,GameUS Inc,9.99
2016,Ubisoft,6.99
